,game_id,date,duration,platform,p1_char,p2_char,p3_char,p4_char,stage,is_teams,is_pal
969,20190406T110950,2019-04-06 11:09:50+00:00,3661,Platform.NINTENDONT,20.0,2.0,,,31,False,False
970,20190406T150555,2019-04-06 15:05:55+00:00,8973,Platform.NINTENDONT,22.0,,,12.0,31,False,False
971,20190406T184704,2019-04-06 18:47:04+00:00,10366,Platform.NINTENDONT,,9.0,,25.0,3,False,False
972,20190406T011253,2019-04-06 01:12:53+00:00,8274,Platform.NINTENDONT,2.0,,,9.0,8,False,False
973,20190406T134951,2019-04-06 13:49:51+00:00,10712,Platform.NINTENDONT,20.0,,,13.0,3,False,False
974,20190406T163809,2019-04-06 16:38:09+00:00,8367,Platform.NINTENDONT,0.0,,,0.0,31,False,False
975,20190406T145616,2019-04-06 14:56:16+00:00,6859,Platform.NINTENDONT,9.0,,,19.0,8,False,False
976,20190406T085426,2019-04-06 08:54:26+00:00,14028,Platform.NINTENDONT,,22.0,,1.0,31,False,False
977,20190406T181132,2019-04-06 18:11:32+00:00,9577,Platform.NINTENDONT,9.0,19.0,,,2,False,False
978,20190406T142838,2019-04-06 14:28:38+00:00,9934,Platform.NINTENDONT,,,0.0,12.0,32,False,False
979,20190406T151844,2019-04-06 15:18:44+00:00,10513,Platform.NINTENDONT,20.0,2.0,,,28,False,False
980,20190406T202532,2019-04-06 20:25:32+00:00,9862,Platform.NINTENDONT,2.0,,,23.0,31,False,False
981,20190406T200331,2019-04-06 20:03:31+00:00,11160,Platform.NINTENDONT,,,2.0,0.0,8,False,False
982,20190406T140550,2019-04-06 14:05:50+00:00,6992,Platform.NINTENDONT,0.0,,,19.0,2,False,False
983,20190309T020004,2019-03-09 02:00:04+00:00,10243,Platform.NINTENDONT,2.0,,,2.0,32,False,False
984,20190406T145400,2019-04-06 14:54:00+00:00,12400,Platform.NINTENDONT,,2.0,,9.0,2,False,False
985,20190406T182639,2019-04-06 18:26:39+00:00,14127,Platform.NINTENDONT,14.0,,,9.0,8,False,False
986,20190406T005742,2019-04-06 00:57:42+00:00,4790,Platform.NINTENDONT,2.0,12.0,,,32,False,False
987,20190406T083255,2019-04-06 08:32:55+00:00,14694,Platform.NINTENDONT,,,20.0,25.0,28,False,False
988,20190406T181456,2019-04-06 18:14:56+00:00,9280,Platform.NINTENDONT,0.0,,20.0,,8,False,False
989,20190406T121838,2019-04-06 12:18:38+00:00,10399,Platform.NINTENDONT,25.0,12.0,22.0,11.0,3,True,False
990,20190406T065049,2019-04-06 06:50:49+00:00,10586,Platform.NINTENDONT,,,14.0,9.0,32,False,False
991,20190308T235740,2019-03-08 23:57:40+00:00,14167,Platform.NINTENDONT,9.0,,,2.0,3,False,False
992,20190406T173617,2019-04-06 17:36:17+00:00,14213,Platform.NINTENDONT,15.0,,,12.0,31,False,False
993,20190406T164419,2019-04-06 16:44:19+00:00,10258,Platform.NINTENDONT,,,0.0,15.0,3,False,False
994,20190406T082836,2019-04-06 08:28:36+00:00,6770,Platform.NINTENDONT,,,20.0,25.0,31,False,False
995,20190406T070323,2019-04-06 07:03:23+00:00,9984,Platform.NINTENDONT,20.0,,15.0,,3,False,False
996,20190406T202719,2019-04-06 20:27:19+00:00,8401,Platform.NINTENDONT,9.0,,,16.0,32,False,False
997,20190406T213600,2019-04-06 21:36:00+00:00,12071,Platform.NINTENDONT,20.0,,,16.0,31,False,False
998,20190406T103440,2019-04-06 10:34:40+00:00,11113,Platform.NINTENDONT,,12.0,,2.0,31,False,False
999,20190406T083526,2019-04-06 08:35:26+00:00,13251,Platform.NINTENDONT,,22.0,,1.0,3,False,False
1000,20190406T112559,2019-04-06 11:25:59+00:00,11927,Platform.NINTENDONT,,,2.0,15.0,31,False,False
1001,20190406T154256,2019-04-06 15:42:56+00:00,11847,Platform.NINTENDONT,9.0,1.0,,,32,False,False
1002,20190406T204624,2019-04-06 20:46:24+00:00,13703,Platform.NINTENDONT,20.0,,,6.0,28,False,False
1003,20190406T195146,2019-04-06 19:51:46+00:00,10891,Platform.NINTENDONT,9.0,,,20.0,32,False,False
1004,20190406T120931,2019-04-06 12:09:31+00:00,1897,Platform.NINTENDONT,,,9.0,2.0,31,False,False
1005,20190406T202309,2019-04-06 20:23:09+00:00,28924,Platform.NINTENDONT,,,14.0,0.0,32,False,False
1006,20190406T104059,2019-04-06 10:40:59+00:00,12048,Platform.NINTENDONT,,9.0,0.0,,2,False,False
1007,20190406T143312,2019-04-06 14:33:12+00:00,5742,Platform.NINTENDONT,,,20.0,2.0,8,False,False
1008,20190406T224443,2019-04-06 22:44:43+00:00,5770,Platform.NINTENDONT,9.0,,,9.0,2,False,False
1009,20190406T102831,2019-04-06 10:28:31+00:00,4810,Platform.NINTENDONT,20.0,,,2.0,28,False,False
1010,20190406T122539,2019-04-06 12:25:39+00:00,8884,Platform.NINTENDONT,,9.0,,2.0,2,False,False
1011,20190406T105838,2019-04-06 10:58:38+00:00,9984,Platform.NINTENDONT,,9.0,0.0,,8,False,False
1012,20190406T175307,2019-04-06 17:53:07+00:00,9175,Platform.NINTENDONT,2.0,20.0,,,8,False,False
1013,20190406T125242,2019-04-06 12:52:42+00:00,8904,Platform.NINTENDONT,7.0,,15.0,,32,False,False
1014,20190406T205102,2019-04-06 20:51:02+00:00,12808,Platform.NINTENDONT,9.0,,,16.0,8,False,False
1015,20190406T165128,2019-04-06 16:51:28+00:00,8388,Platform.NINTENDONT,0.0,,,15.0,31,False,False
1016,20190406T160044,2019-04-06 16:00:44+00:00,609,Platform.NINTENDONT,18.0,,,0.0,8,False,False
1017,20190406T093641,2019-04-06 09:36:41+00:00,14021,Platform.NINTENDONT,2.0,22.0,6.0,16.0,32,True,False
1018,20190406T102616,2019-04-06 10:26:16+00:00,7049,Platform.NINTENDONT,20.0,,,2.0,2,False,False
1019,20190406T144657,2019-04-06 14:46:57+00:00,1190,Platform.NINTENDONT,9.0,,,16.0,2,False,False
1020,20190406T171834,2019-04-06 17:18:34+00:00,7039,Platform.NINTENDONT,,,2.0,9.0,2,False,False
1021,20190406T115346,2019-04-06 11:53:46+00:00,9062,Platform.NINTENDONT,2.0,9.0,,,32,False,False
1022,20190406T085033,2019-04-06 08:50:33+00:00,11867,Platform.NINTENDONT,,22.0,17.0,,3,False,False
1023,20190406T083324,2019-04-06 08:33:24+00:00,15871,Platform.NINTENDONT,19.0,,,20.0,3,False,False
1024,20190406T093137,2019-04-06 09:31:37+00:00,14264,Platform.NINTENDONT,15.0,,,19.0,28,False,False
1025,20190406T212334,2019-04-06 21:23:34+00:00,8464,Platform.NINTENDONT,20.0,,,2.0,28,False,False
1026,20190406T113938,2019-04-06 11:39:38+00:00,10760,Platform.NINTENDONT,20.0,,,9.0,31,False,False
1027,20190406T000950,2019-04-06 00:09:50+00:00,3269,Platform.NINTENDONT,0.0,,,9.0,31,False,False
1028,20190406T174753,2019-04-06 17:47:53+00:00,10583,Platform.NINTENDONT,9.0,,,20.0,31,False,False
1029,20190309T022548,2019-03-09 02:25:48+00:00,10984,Platform.NINTENDONT,2.0,2.0,,,3,False,False
1030,20190309T031252,2019-03-09 03:12:52+00:00,7030,Platform.NINTENDONT,9.0,2.0,,,2,False,False
1031,20190406T142752,2019-04-06 14:27:52+00:00,6880,Platform.NINTENDONT,9.0,,,2.0,28,False,False
1032,20190406T165306,2019-04-06 16:53:06+00:00,16297,Platform.NINTENDONT,9.0,,15.0,,3,False,False
1033,20190308T233724,2019-03-08 23:37:24+00:00,12787,Platform.NINTENDONT,20.0,,,6.0,8,False,False
1034,20190406T172646,2019-04-06 17:26:46+00:00,5588,Platform.NINTENDONT,12.0,,,0.0,32,False,False
1035,20190406T072120,2019-04-06 07:21:20+00:00,11318,Platform.NINTENDONT,20.0,,15.0,,8,False,False
1036,20190406T174223,2019-04-06 17:42:23+00:00,7812,Platform.NINTENDONT,9.0,,,2.0,28,False,False
1037,20190406T083046,2019-04-06 08:30:46+00:00,8381,Platform.NINTENDONT,19.0,,,20.0,2,False,False
1038,20190406T054905,2019-04-06 05:49:05+00:00,8561,Platform.NINTENDONT,,20.0,0.0,,2,False,False
1039,20190406T145808,2019-04-06 14:58:08+00:00,14851,Platform.NINTENDONT,,,12.0,9.0,28,False,False
1040,20190406T184932,2019-04-06 18:49:32+00:00,15981,Platform.NINTENDONT,9.0,9.0,,,32,False,False
1041,20190406T133008,2019-04-06 13:30:08+00:00,8279,Platform.NINTENDONT,,20.0,,20.0,31,False,False
1042,20190406T160336,2019-04-06 16:03:36+00:00,6917,Platform.NINTENDONT,2.0,,,7.0,2,False,False
1043,20190309T004410,2019-03-09 00:44:10+00:00,10222,Platform.NINTENDONT,9.0,0.0,,,2,False,False
1044,20190406T180759,2019-04-06 18:07:59+00:00,7585,Platform.NINTENDONT,0.0,,20.0,,31,False,False
1045,20190309T012931,2019-03-09 01:29:31+00:00,8171,Platform.NINTENDONT,2.0,,14.0,,8,False,False
1046,20190406T111726,2019-04-06 11:17:26+00:00,13543,Platform.NINTENDONT,20.0,,,9.0,2,False,False
1047,20190406T142424,2019-04-06 14:24:24+00:00,1550,Platform.NINTENDONT,9.0,,17.0,,32,False,False
1048,20190406T190204,2019-04-06 19:02:04+00:00,3255,Platform.NINTENDONT,2.0,,,12.0,28,False,False
1049,20190406T171950,2019-04-06 17:19:50+00:00,10362,Platform.NINTENDONT,2.0,,,0.0,32,False,False
1050,20190406T033550,2019-04-06 03:35:50+00:00,2230,Platform.NINTENDONT,,9.0,,16.0,8,False,False
1051,20190309T015723,2019-03-09 01:57:23+00:00,8816,Platform.NINTENDONT,2.0,,,2.0,31,False,False
1052,20190406T174627,2019-04-06 17:46:27+00:00,3471,Platform.NINTENDONT,2.0,,,19.0,28,False,False
1053,20190406T170454,2019-04-06 17:04:54+00:00,9568,Platform.NINTENDONT,9.0,,,16.0,31,False,False
1054,20190406T120539,2019-04-06 12:05:39+00:00,9272,Platform.NINTENDONT,20.0,9.0,,,3,False,False
1055,20190406T124039,2019-04-06 12:40:39+00:00,11052,Platform.NINTENDONT,,9.0,,2.0,2,False,False
1056,20190309T005525,2019-03-09 00:55:25+00:00,1200,Platform.NINTENDONT,2.0,,,18.0,31,False,False
1057,20190406T010411,2019-04-06 01:04:11+00:00,5417,Platform.NINTENDONT,2.0,,,9.0,28,False,False
1058,20190406T110439,2019-04-06 11:04:39+00:00,12926,Platform.NINTENDONT,2.0,,,12.0,32,False,False
1059,20190406T112548,2019-04-06 11:25:48+00:00,27348,Platform.NINTENDONT,22.0,,,2.0,32,True,False
1060,20190406T133009,2019-04-06 13:30:09+00:00,10188,Platform.NINTENDONT,2.0,2.0,,,3,False,False
1061,20190406T172055,2019-04-06 17:20:55+00:00,8033,Platform.NINTENDONT,,,2.0,9.0,8,False,False
1062,20190406T200453,2019-04-06 20:04:53+00:00,2048,Platform.NINTENDONT,16.0,,2.0,,31,False,False
1063,20190406T213349,2019-04-06 21:33:49+00:00,7921,Platform.NINTENDONT,20.0,,,19.0,2,False,False
1064,20190406T190952,2019-04-06 19:09:52+00:00,13644,Platform.NINTENDONT,19.0,,,7.0,28,False,False
1065,20190406T170859,2019-04-06 17:08:59+00:00,9161,Platform.NINTENDONT,19.0,,,0.0,8,False,False
1066,20190406T182359,2019-04-06 18:23:59+00:00,8074,Platform.NINTENDONT,14.0,,,9.0,8,False,False
1067,20190406T053851,2019-04-06 05:38:51+00:00,678,Platform.NINTENDONT,9.0,20.0,,,31,False,False
1068,20190406T172653,2019-04-06 17:26:53+00:00,7122,Platform.NINTENDONT,14.0,,,0.0,3,False,False
1069,20190406T032505,2019-04-06 03:25:05+00:00,37145,Platform.NINTENDONT,5.0,9.0,,,32,False,False
1070,20190309T013743,2019-03-09 01:37:43+00:00,11789,Platform.NINTENDONT,2.0,,14.0,,32,False,False
1071,20190406T012825,2019-04-06 01:28:25+00:00,8491,Platform.NINTENDONT,2.0,12.0,,9.0,32,False,False
1072,20190406T160519,2019-04-06 16:05:19+00:00,14082,Platform.NINTENDONT,,,6.0,15.0,3,False,False
1073,20190406T152232,2019-04-06 15:22:32+00:00,12838,Platform.NINTENDONT,9.0,2.0,,,32,False,False
1074,20190406T114529,2019-04-06 11:45:29+00:00,9467,Platform.NINTENDONT,20.0,,,2.0,32,False,False
1075,20190406T172451,2019-04-06 17:24:51+00:00,6143,Platform.NINTENDONT,14.0,,,0.0,32,False,False
1076,20190406T132713,2019-04-06 13:27:13+00:00,9843,Platform.NINTENDONT,2.0,2.0,,,8,False,False
1077,20190309T012105,2019-03-09 01:21:05+00:00,8714,Platform.NINTENDONT,2.0,20.0,,,8,False,False
1078,20190406T161439,2019-04-06 16:14:39+00:00,7413,Platform.NINTENDONT,1.0,,,9.0,2,False,False
1079,20190406T164227,2019-04-06 16:42:27+00:00,14509,Platform.NINTENDONT,9.0,,,19.0,3,False,False
1080,20190308T235142,2019-03-08 23:51:42+00:00,4986,Platform.NINTENDONT,9.0,,,2.0,31,False,False
1081,20190406T124830,2019-04-06 12:48:30+00:00,13192,Platform.NINTENDONT,12.0,,15.0,,3,False,False
1082,20190406T105142,2019-04-06 10:51:42+00:00,8118,Platform.NINTENDONT,,9.0,0.0,,8,False,False
1083,20190406T181524,2019-04-06 18:15:24+00:00,11697,Platform.NINTENDONT,15.0,9.0,,,31,False,False
1084,20190406T183441,2019-04-06 18:34:41+00:00,15376,Platform.NINTENDONT,9.0,,,12.0,31,False,False
1085,20190309T020610,2019-03-09 02:06:10+00:00,7962,Platform.NINTENDONT,19.0,,,2.0,3,False,False
1086,20190406T171833,2019-04-06 17:18:33+00:00,2600,Platform.NINTENDONT,,,2.0,15.0,32,False,False
1087,20190406T184312,2019-04-06 18:43:12+00:00,13293,Platform.NINTENDONT,,9.0,,25.0,28,False,False
1088,20190406T135042,2019-04-06 13:50:42+00:00,6173,Platform.NINTENDONT,2.0,2.0,,,2,False,False
1089,20190406T121751,2019-04-06 12:17:51+00:00,13760,Platform.NINTENDONT,0.0,1.0,17.0,18.0,28,True,False
1090,20190406T204555,2019-04-06 20:45:55+00:00,9329,Platform.NINTENDONT,9.0,,,16.0,32,False,False
1091,20190406T203212,2019-04-06 20:32:12+00:00,9514,Platform.NINTENDONT,9.0,,,16.0,8,False,False
1092,20190309T002314,2019-03-09 00:23:14+00:00,11558,Platform.NINTENDONT,9.0,20.0,,,3,False,False
1093,20190406T195021,2019-04-06 19:50:21+00:00,7804,Platform.NINTENDONT,20.0,,,20.0,8,False,False
1094,20190406T115147,2019-04-06 11:51:47+00:00,9971,Platform.NINTENDONT,2.0,1.0,,,28,False,False
1095,20190406T120842,2019-04-06 12:08:42+00:00,15084,Platform.NINTENDONT,15.0,16.0,2.0,6.0,3,True,False
1096,20190406T182207,2019-04-06 18:22:07+00:00,9088,Platform.NINTENDONT,,20.0,,2.0,31,False,False
1097,20190406T153648,2019-04-06 15:36:48+00:00,9335,Platform.NINTENDONT,,20.0,9.0,,31,False,False
1098,20190406T195948,2019-04-06 19:59:48+00:00,9770,Platform.NINTENDONT,1.0,,,1.0,2,False,False
1099,20190406T124359,2019-04-06 12:43:59+00:00,9498,Platform.NINTENDONT,,9.0,20.0,,28,False,False
1100,20190406T130310,2019-04-06 13:03:10+00:00,10691,Platform.NINTENDONT,,14.0,20.0,,3,False,False
1101,20190406T114305,2019-04-06 11:43:05+00:00,7560,Platform.NINTENDONT,20.0,2.0,,,8,False,False
1102,20190406T193518,2019-04-06 19:35:18+00:00,8840,Platform.NINTENDONT,,2.0,,2.0,8,False,False
1103,20190406T081108,2019-04-06 08:11:08+00:00,8917,Platform.NINTENDONT,19.0,20.0,,,3,False,False
1104,20190406T144240,2019-04-06 14:42:40+00:00,7841,Platform.NINTENDONT,,,20.0,2.0,8,False,False
1105,20190406T110822,2019-04-06 11:08:22+00:00,5656,Platform.NINTENDONT,,,12.0,2.0,2,False,False
1106,20190406T195828,2019-04-06 19:58:28+00:00,6867,Platform.NINTENDONT,,,2.0,0.0,8,False,False
1107,20190406T195800,2019-04-06 19:58:00+00:00,23478,Platform.NINTENDONT,16.0,,2.0,,32,False,False
1108,20190406T163628,2019-04-06 16:36:28+00:00,6939,Platform.NINTENDONT,,,0.0,15.0,28,False,False
1109,20190406T162907,2019-04-06 16:29:07+00:00,11051,Platform.NINTENDONT,,,19.0,0.0,31,False,False
1110,20190406T140224,2019-04-06 14:02:24+00:00,7599,Platform.NINTENDONT,9.0,,,19.0,31,False,False
1111,20190406T163416,2019-04-06 16:34:16+00:00,8734,Platform.NINTENDONT,,20.0,0.0,,3,False,False
1112,20190406T134200,2019-04-06 13:42:00+00:00,9959,Platform.NINTENDONT,0.0,,,19.0,28,False,False
1113,20190406T085811,2019-04-06 08:58:11+00:00,11975,Platform.NINTENDONT,,,20.0,25.0,3,False,False
1114,20190406T182819,2019-04-06 18:28:19+00:00,6343,Platform.NINTENDONT,,2.0,,2.0,2,False,False
1115,20190406T074143,2019-04-06 07:41:43+00:00,1727,Platform.NINTENDONT,9.0,9.0,,,28,False,False
1116,20190406T185810,2019-04-06 18:58:10+00:00,13927,Platform.NINTENDONT,,9.0,,25.0,2,False,False
1117,20190406T200652,2019-04-06 20:06:52+00:00,13146,Platform.NINTENDONT,9.0,,2.0,,32,False,False
1118,20190406T094935,2019-04-06 09:49:35+00:00,13215,Platform.NINTENDONT,19.0,2.0,20.0,12.0,31,True,False
1119,20190406T110412,2019-04-06 11:04:12+00:00,14129,Platform.NINTENDONT,,,12.0,2.0,28,False,False
1120,20190406T121817,2019-04-06 12:18:17+00:00,6139,Platform.NINTENDONT,,9.0,,20.0,8,False,False
1121,20190406T150036,2019-04-06 15:00:36+00:00,8680,Platform.NINTENDONT,16.0,,,2.0,8,False,False
1122,20190406T193041,2019-04-06 19:30:41+00:00,5967,Platform.NINTENDONT,,0.0,,12.0,2,False,False
1123,20190406T103452,2019-04-06 10:34:52+00:00,10608,Platform.NINTENDONT,,20.0,2.0,,3,False,False
1124,20190406T111042,2019-04-06 11:10:42+00:00,14475,Platform.NINTENDONT,20.0,,,9.0,31,False,False
1125,20190406T124947,2019-04-06 12:49:47+00:00,13808,Platform.NINTENDONT,,10.0,20.0,,31,False,False
1126,20190406T162912,2019-04-06 16:29:12+00:00,9099,Platform.NINTENDONT,9.0,,,2.0,2,False,False
1127,20190406T164634,2019-04-06 16:46:34+00:00,6885,Platform.NINTENDONT,9.0,,15.0,,31,False,False
1128,20190406T132314,2019-04-06 13:23:14+00:00,9584,Platform.NINTENDONT,,,2.0,20.0,2,False,False
1129,20190406T070641,2019-04-06 07:06:41+00:00,11879,Platform.NINTENDONT,20.0,,15.0,,32,False,False
1130,20190406T125126,2019-04-06 12:51:26+00:00,16521,Platform.NINTENDONT,16.0,,,16.0,32,False,False
1131,20190406T182400,2019-04-06 18:24:00+00:00,11209,Platform.NINTENDONT,9.0,,,20.0,32,False,False
1132,20190406T012007,2019-04-06 01:20:07+00:00,12929,Platform.NINTENDONT,2.0,,,9.0,32,False,False
1133,20190406T181900,2019-04-06 18:19:00+00:00,7636,Platform.NINTENDONT,9.0,,,20.0,28,False,False
1134,20190406T205448,2019-04-06 20:54:48+00:00,8773,Platform.NINTENDONT,9.0,,,16.0,31,False,False
1135,20190406T123437,2019-04-06 12:34:37+00:00,7731,Platform.NINTENDONT,,,2.0,16.0,2,False,False
1136,20190406T131027,2019-04-06 13:10:27+00:00,7878,Platform.NINTENDONT,,20.0,20.0,,32,False,False
1137,20190406T184111,2019-04-06 18:41:11+00:00,7897,Platform.NINTENDONT,,,0.0,9.0,8,False,False
1138,20190406T120857,2019-04-06 12:08:57+00:00,10798,Platform.NINTENDONT,,1.0,17.0,,32,False,False
1139,20190406T174037,2019-04-06 17:40:37+00:00,8641,Platform.NINTENDONT,15.0,,,2.0,8,False,False
1140,20190406T174751,2019-04-06 17:47:51+00:00,8191,Platform.NINTENDONT,2.0,,,19.0,28,False,False
1141,20190406T060724,2019-04-06 06:07:24+00:00,4462,Platform.NINTENDONT,20.0,20.0,,,31,False,False
1142,20190406T175301,2019-04-06 17:53:01+00:00,12113,Platform.NINTENDONT,19.0,0.0,,,32,False,False
1143,20190406T152033,2019-04-06 15:20:33+00:00,11529,Platform.NINTENDONT,22.0,,,19.0,28,False,False
1144,20190406T111644,2019-04-06 11:16:44+00:00,8038,Platform.NINTENDONT,20.0,,,19.0,32,False,False
1145,20190406T115436,2019-04-06 11:54:36+00:00,10684,Platform.NINTENDONT,,,20.0,16.0,8,False,False
