,game_id,date,duration,platform,p1_char,p2_char,p3_char,p4_char,stage,is_teams,is_pal
483,20190406T201900,2019-04-06 20:19:00+00:00,13978,Platform.NINTENDONT,3.0,,,23.0,3,False,False
484,20190406T181606,2019-04-06 18:16:06+00:00,13980,Platform.NINTENDONT,14.0,,,9.0,31,False,False
485,20190308T234746,2019-03-08 23:47:46+00:00,16342,Platform.NINTENDONT,14.0,,,9.0,28,False,False
486,20190406T205347,2019-04-06 20:53:47+00:00,9159,Platform.NINTENDONT,8.0,,,6.0,31,False,False
487,20190406T211440,2019-04-06 21:14:40+00:00,8173,Platform.NINTENDONT,,9.0,,20.0,32,False,False
488,20190406T213257,2019-04-06 21:32:57+00:00,8363,Platform.NINTENDONT,,,9.0,6.0,3,False,False
489,20190406T213531,2019-04-06 21:35:31+00:00,13643,Platform.NINTENDONT,,,9.0,6.0,31,False,False
490,20190406T175156,2019-04-06 17:51:56+00:00,8665,Platform.NINTENDONT,9.0,,,2.0,31,False,False
491,20190406T174248,2019-04-06 17:42:48+00:00,10664,Platform.NINTENDONT,19.0,0.0,,,31,False,False
492,20190406T092726,2019-04-06 09:27:26+00:00,10530,Platform.NINTENDONT,,20.0,,9.0,8,False,False
493,20190406T183603,2019-04-06 18:36:03+00:00,9584,Platform.NINTENDONT,,,0.0,9.0,31,False,False
494,20190406T141556,2019-04-06 14:15:56+00:00,13155,Platform.NINTENDONT,2.0,,20.0,,28,False,False
495,20190406T085931,2019-04-06 08:59:31+00:00,7727,Platform.NINTENDONT,9.0,,,19.0,28,False,False
496,20190309T014522,2019-03-09 01:45:22+00:00,9745,Platform.NINTENDONT,20.0,,,20.0,3,False,False
497,20190406T122218,2019-04-06 12:22:18+00:00,9258,Platform.NINTENDONT,20.0,2.0,,,3,False,False
498,20190406T044823,2019-04-06 04:48:23+00:00,8181,Platform.NINTENDONT,,,9.0,2.0,28,False,False
499,20190406T175432,2019-04-06 17:54:32+00:00,7596,Platform.NINTENDONT,9.0,,,2.0,28,False,False
500,20190406T135943,2019-04-06 13:59:43+00:00,12565,Platform.NINTENDONT,2.0,,,13.0,32,False,False
501,20190406T165806,2019-04-06 16:58:06+00:00,15206,Platform.NINTENDONT,9.0,,15.0,,28,False,False
502,20190406T145240,2019-04-06 14:52:40+00:00,9381,Platform.NINTENDONT,,,20.0,2.0,3,False,False
503,20190406T143631,2019-04-06 14:36:31+00:00,14153,Platform.NINTENDONT,0.0,,,20.0,31,False,False
504,20190406T141754,2019-04-06 14:17:54+00:00,3222,Platform.NINTENDONT,,,23.0,12.0,32,False,False
505,20190406T145532,2019-04-06 14:55:32+00:00,10621,Platform.NINTENDONT,,,20.0,2.0,31,False,False
506,20190406T205806,2019-04-06 20:58:06+00:00,10191,Platform.NINTENDONT,2.0,,,20.0,3,False,False
507,20190406T140448,2019-04-06 14:04:48+00:00,7551,Platform.NINTENDONT,9.0,,,19.0,2,False,False
508,20190406T145256,2019-04-06 14:52:56+00:00,11017,Platform.NINTENDONT,9.0,,,19.0,32,False,False
509,20190406T084436,2019-04-06 08:44:36+00:00,12300,Platform.NINTENDONT,2.0,,,19.0,32,False,False
510,20190406T104708 copy,2019-04-06 10:47:08+00:00,10993,Platform.NINTENDONT,20.0,2.0,9.0,19.0,8,True,False
511,20190406T110243,2019-04-06 11:02:43+00:00,14831,Platform.NINTENDONT,20.0,,,9.0,28,False,False
512,20190406T182721,2019-04-06 18:27:21+00:00,9758,Platform.NINTENDONT,9.0,,,20.0,28,False,False
513,20190406T163520,2019-04-06 16:35:20+00:00,2218,Platform.NINTENDONT,9.0,,,2.0,8,False,False
514,20190406T144821,2019-04-06 14:48:21+00:00,18483,Platform.NINTENDONT,9.0,4.0,,,8,False,False
515,20190406T150840,2019-04-06 15:08:40+00:00,16642,Platform.NINTENDONT,22.0,,,12.0,32,False,False
516,20190406T175356,2019-04-06 17:53:56+00:00,11798,Platform.NINTENDONT,14.0,,14.0,,31,False,False
517,20190406T194802,2019-04-06 19:48:02+00:00,12490,Platform.NINTENDONT,9.0,,,20.0,31,False,False
518,20190406T124125,2019-04-06 12:41:25+00:00,9991,Platform.NINTENDONT,,16.0,20.0,,3,False,False
519,20190406T175815,2019-04-06 17:58:15+00:00,15177,Platform.NINTENDONT,19.0,,,12.0,31,False,False
520,20190406T161647,2019-04-06 16:16:47+00:00,8866,Platform.NINTENDONT,20.0,,,9.0,31,False,False
521,20190309T012347,2019-03-09 01:23:47+00:00,5429,Platform.NINTENDONT,2.0,,,20.0,32,False,False
522,20190406T015844,2019-04-06 01:58:44+00:00,4876,Platform.NINTENDONT,2.0,,,20.0,3,False,False
523,20190406T172613,2019-04-06 17:26:13+00:00,7586,Platform.NINTENDONT,,,2.0,9.0,32,False,False
524,20190406T173519,2019-04-06 17:35:19+00:00,7041,Platform.NINTENDONT,9.0,,,0.0,31,False,False
525,20190406T105510,2019-04-06 10:55:10+00:00,12947,Platform.NINTENDONT,20.0,,,9.0,31,False,False
526,20190406T133908,2019-04-06 13:39:08+00:00,9395,Platform.NINTENDONT,0.0,,,19.0,32,False,False
527,20190406T131851,2019-04-06 13:18:51+00:00,16320,Platform.NINTENDONT,16.0,9.0,,,28,False,False
528,20190406T014347,2019-04-06 01:43:47+00:00,7190,Platform.NINTENDONT,15.0,15.0,,,8,False,False
529,20190406T192122,2019-04-06 19:21:22+00:00,9991,Platform.NINTENDONT,2.0,14.0,,,32,False,False
530,20190406T183946,2019-04-06 18:39:46+00:00,8212,Platform.NINTENDONT,20.0,,,2.0,2,False,False
531,20190406T122150,2019-04-06 12:21:50+00:00,10855,Platform.NINTENDONT,25.0,12.0,22.0,11.0,8,True,False
532,20190406T203654,2019-04-06 20:36:54+00:00,13241,Platform.NINTENDONT,9.0,,,16.0,31,False,False
533,20190406T151357,2019-04-06 15:13:57+00:00,8526,Platform.NINTENDONT,,,0.0,9.0,32,False,False
534,20190406T162945,2019-04-06 16:29:45+00:00,11523,Platform.NINTENDONT,,,0.0,15.0,32,False,False
535,20190406T194745,2019-04-06 19:47:45+00:00,7018,Platform.NINTENDONT,0.0,,,20.0,3,False,False
536,20190406T114623,2019-04-06 11:46:23+00:00,9821,Platform.NINTENDONT,20.0,9.0,,,8,False,False
537,20190406T104356,2019-04-06 10:43:56+00:00,9017,Platform.NINTENDONT,,20.0,20.0,,2,False,False
538,20190406T054213,2019-04-06 05:42:13+00:00,3937,Platform.NINTENDONT,,20.0,19.0,,31,False,False
539,20190406T195329,2019-04-06 19:53:29+00:00,8515,Platform.NINTENDONT,20.0,,,20.0,8,False,False
540,20190406T124045,2019-04-06 12:40:45+00:00,11732,Platform.NINTENDONT,25.0,9.0,,,28,False,False
541,20190308T233349,2019-03-08 23:33:49+00:00,7834,Platform.NINTENDONT,20.0,,0.0,,31,False,False
542,20190406T171723,2019-04-06 17:17:23+00:00,7894,Platform.NINTENDONT,2.0,,,0.0,31,False,False
543,20190309T005216,2019-03-09 00:52:16+00:00,15672,Platform.NINTENDONT,15.0,,,9.0,31,False,False
544,20190406T202952,2019-04-06 20:29:52+00:00,7611,Platform.NINTENDONT,9.0,,,16.0,31,False,False
545,20190406T090244,2019-04-06 09:02:44+00:00,13988,Platform.NINTENDONT,,,17.0,1.0,32,False,False
546,20190406T144001,2019-04-06 14:40:01+00:00,8053,Platform.NINTENDONT,,2.0,,9.0,32,False,False
547,20190406T055642,2019-04-06 05:56:42+00:00,7283,Platform.NINTENDONT,9.0,20.0,,,8,False,False
548,20190406T132356,2019-04-06 13:23:56+00:00,4976,Platform.NINTENDONT,20.0,2.0,,,2,False,False
549,20190406T134055,2019-04-06 13:40:55+00:00,7125,Platform.NINTENDONT,20.0,,,13.0,32,False,False
550,20190406T132342,2019-04-06 13:23:42+00:00,13177,Platform.NINTENDONT,,9.0,,16.0,8,False,False
551,20190406T131111,2019-04-06 13:11:11+00:00,14253,Platform.NINTENDONT,16.0,,,16.0,32,False,False
552,20190406T212016,2019-04-06 21:20:16+00:00,9601,Platform.NINTENDONT,,9.0,,20.0,3,False,False
553,20190406T182456,2019-04-06 18:24:56+00:00,7080,Platform.NINTENDONT,,2.0,,2.0,32,False,False
554,20190406T110120,2019-04-06 11:01:20+00:00,17137,Platform.NINTENDONT,20.0,2.0,2.0,19.0,3,True,False
555,20190406T100455,2019-04-06 10:04:55+00:00,12608,Platform.NINTENDONT,19.0,,,15.0,31,False,False
556,20190406T143550,2019-04-06 14:35:50+00:00,11958,Platform.NINTENDONT,,,25.0,12.0,8,False,False
557,20190309T021613,2019-03-09 02:16:13+00:00,8269,Platform.NINTENDONT,19.0,,,2.0,31,False,False
558,20190406T045900,2019-04-06 04:59:00+00:00,10587,Platform.NINTENDONT,,0.0,20.0,,3,False,False
559,20190406T120140,2019-04-06 12:01:40+00:00,5212,Platform.NINTENDONT,,1.0,17.0,,3,False,False
560,20190406T205422,2019-04-06 20:54:22+00:00,12652,Platform.NINTENDONT,2.0,,,20.0,28,False,False
561,20190406T112858,2019-04-06 11:28:58+00:00,10757,Platform.NINTENDONT,15.0,0.0,18.0,6.0,31,True,False
562,20190406T171455,2019-04-06 17:14:55+00:00,12364,Platform.NINTENDONT,,,2.0,9.0,31,False,False
563,20190406T023307,2019-04-06 02:33:07+00:00,7433,Platform.NINTENDONT,16.0,,,25.0,32,False,False
564,20190406T175800,2019-04-06 17:58:00+00:00,298,Platform.NINTENDONT,19.0,,,12.0,31,False,False
565,20190406T104009,2019-04-06 10:40:09+00:00,11542,Platform.NINTENDONT,,12.0,,2.0,32,False,False
566,20190406T055252,2019-04-06 05:52:52+00:00,7284,Platform.NINTENDONT,,20.0,0.0,,31,False,False
567,20190406T142048,2019-04-06 14:20:48+00:00,3459,Platform.NINTENDONT,9.0,,2.0,,3,False,False
568,20190406T143356,2019-04-06 14:33:56+00:00,7566,Platform.NINTENDONT,9.0,,,9.0,32,False,False
569,20190406T185503,2019-04-06 18:55:03+00:00,8668,Platform.NINTENDONT,,20.0,,2.0,31,False,False
570,20190406T043342,2019-04-06 04:33:42+00:00,12251,Platform.NINTENDONT,,,9.0,2.0,31,False,False
571,20190406T205634,2019-04-06 20:56:34+00:00,10853,Platform.NINTENDONT,8.0,,,6.0,2,False,False
572,20190406T122227,2019-04-06 12:22:27+00:00,3901,Platform.NINTENDONT,0.0,,,19.0,31,False,False
573,20190406T063509,2019-04-06 06:35:09+00:00,9858,Platform.NINTENDONT,14.0,,,9.0,32,False,False
574,20190309T001110,2019-03-09 00:11:10+00:00,12908,Platform.NINTENDONT,,,6.0,12.0,32,False,False
575,20190406T173732,2019-04-06 17:37:32+00:00,3853,Platform.NINTENDONT,9.0,,,0.0,32,False,False
576,20190406T160028,2019-04-06 16:00:28+00:00,13882,Platform.NINTENDONT,1.0,,,9.0,31,False,False
577,20190406T141958,2019-04-06 14:19:58+00:00,12837,Platform.NINTENDONT,12.0,,20.0,,2,False,False
578,20190406T173901,2019-04-06 17:39:01+00:00,12686,Platform.NINTENDONT,,0.0,,0.0,3,False,False
579,20190406T202832,2019-04-06 20:28:32+00:00,9606,Platform.NINTENDONT,2.0,,,23.0,28,False,False
580,20190406T184345,2019-04-06 18:43:45+00:00,15208,Platform.NINTENDONT,19.0,,,12.0,31,False,False
581,20190406T082046,2019-04-06 08:20:46+00:00,10720,Platform.NINTENDONT,,9.0,,20.0,2,False,False
582,20190406T122825 copy,2019-04-06 12:28:25+00:00,14480,Platform.NINTENDONT,,9.0,,2.0,3,False,False
583,20190406T101415,2019-04-06 10:14:15+00:00,9292,Platform.NINTENDONT,22.0,,,2.0,2,False,False
584,20190406T182711,2019-04-06 18:27:11+00:00,3344,Platform.NINTENDONT,,2.0,,2.0,2,False,False
585,20190406T114015,2019-04-06 11:40:15+00:00,9572,Platform.NINTENDONT,20.0,,2.0,,32,False,False
586,20190406T192258,2019-04-06 19:22:58+00:00,12253,Platform.NINTENDONT,,19.0,,2.0,2,False,False
587,20190309T003050,2019-03-09 00:30:50+00:00,11173,Platform.NINTENDONT,19.0,,,16.0,3,False,False
588,20190406T021051,2019-04-06 02:10:51+00:00,12725,Platform.NINTENDONT,15.0,14.0,,,31,False,False
589,20190406T115109,2019-04-06 11:51:09+00:00,8634,Platform.NINTENDONT,2.0,9.0,,,28,False,False
590,20190406T152242,2019-04-06 15:22:42+00:00,16156,Platform.NINTENDONT,12.0,,,12.0,3,False,False
591,20190406T182507,2019-04-06 18:25:07+00:00,6646,Platform.NINTENDONT,15.0,9.0,,,8,False,False
592,20190406T110703,2019-04-06 11:07:03+00:00,11682,Platform.NINTENDONT,20.0,20.0,,,32,False,False
593,20190406T220122,2019-04-06 22:01:22+00:00,12190,Platform.NINTENDONT,20.0,,,16.0,32,False,False
594,20190406T112128,2019-04-06 11:21:28+00:00,13281,Platform.NINTENDONT,13.0,22.0,22.0,2.0,32,True,False
595,20190406T183816,2019-04-06 18:38:16+00:00,6025,Platform.NINTENDONT,,2.0,,2.0,2,False,False
596,20190309T000015,2019-03-09 00:00:15+00:00,10489,Platform.NINTENDONT,,9.0,,20.0,3,False,False
597,20190406T212609,2019-04-06 21:26:09+00:00,6852,Platform.NINTENDONT,20.0,9.0,,,32,False,False
598,20190406T170034,2019-04-06 17:00:34+00:00,13545,Platform.NINTENDONT,9.0,,,16.0,32,False,False
599,20190406T171302,2019-04-06 17:13:02+00:00,1571,Platform.NINTENDONT,,2.0,,16.0,28,False,False
600,20190406T110930,2019-04-06 11:09:30+00:00,361,Platform.NINTENDONT,20.0,2.0,,,31,False,False
601,20190406T120159,2019-04-06 12:01:59+00:00,9298,Platform.NINTENDONT,,,9.0,2.0,8,False,False
602,20190406T190842,2019-04-06 19:08:42+00:00,11799,Platform.NINTENDONT,20.0,,,2.0,28,False,False
603,20190406T140732,2019-04-06 14:07:32+00:00,10773,Platform.NINTENDONT,2.0,,,13.0,8,False,False
604,20190406T105534,2019-04-06 10:55:34+00:00,3818,Platform.NINTENDONT,20.0,2.0,9.0,19.0,28,True,False
605,20190406T183745,2019-04-06 18:37:45+00:00,6712,Platform.NINTENDONT,20.0,,,2.0,32,False,False
606,20190406T191355,2019-04-06 19:13:55+00:00,7999,Platform.NINTENDONT,,19.0,,2.0,32,False,False
607,20190406T034702,2019-04-06 03:47:02+00:00,9852,Platform.NINTENDONT,,9.0,,16.0,3,False,False
608,20190406T160435,2019-04-06 16:04:35+00:00,14031,Platform.NINTENDONT,1.0,,,9.0,28,False,False
609,20190406T121333,2019-04-06 12:13:33+00:00,13878,Platform.NINTENDONT,0.0,1.0,17.0,18.0,3,True,False
610,20190406T104414,2019-04-06 10:44:14+00:00,9346,Platform.NINTENDONT,,20.0,,9.0,2,False,False
611,20190406T042327,2019-04-06 04:23:27+00:00,11410,Platform.NINTENDONT,,,9.0,2.0,2,False,False
612,20190406T171909,2019-04-06 17:19:09+00:00,12571,Platform.NINTENDONT,2.0,,,2.0,3,False,False
613,20190406T051415,2019-04-06 05:14:15+00:00,4376,Platform.NINTENDONT,,0.0,,9.0,32,False,False
614,20190406T180728,2019-04-06 18:07:28+00:00,10996,Platform.NINTENDONT,,19.0,,0.0,2,False,False
615,20190406T105722,2019-04-06 10:57:22+00:00,13414,Platform.NINTENDONT,2.0,,,12.0,28,False,False
616,20190406T144018,2019-04-06 14:40:18+00:00,7551,Platform.NINTENDONT,,,20.0,2.0,3,False,False
617,20190406T105044,2019-04-06 10:50:44+00:00,10849,Platform.NINTENDONT,2.0,,,2.0,8,False,False
618,20190406T103435,2019-04-06 10:34:35+00:00,13987,Platform.NINTENDONT,20.0,25.0,2.0,19.0,8,True,False
619,20190406T120207,2019-04-06 12:02:07+00:00,11906,Platform.NINTENDONT,20.0,9.0,,,8,False,False
620,20190406T105911,2019-04-06 10:59:11+00:00,13377,Platform.NINTENDONT,,12.0,6.0,,2,False,False
621,20190406T213107,2019-04-06 21:31:07+00:00,8865,Platform.NINTENDONT,,9.0,,19.0,3,False,False
622,20190406T204320,2019-04-06 20:43:20+00:00,7716,Platform.NINTENDONT,9.0,,,16.0,8,False,False
623,20190406T062009,2019-04-06 06:20:09+00:00,17755,Platform.NINTENDONT,20.0,,,7.0,32,False,False
624,20190406T211739,2019-04-06 21:17:39+00:00,13501,Platform.NINTENDONT,,,6.0,16.0,2,False,False
625,20190406T164336,2019-04-06 16:43:36+00:00,11238,Platform.NINTENDONT,9.0,,,16.0,2,False,False
626,20190406T211711,2019-04-06 21:17:11+00:00,9699,Platform.NINTENDONT,,9.0,,20.0,8,False,False
627,20190406T130001,2019-04-06 13:00:01+00:00,9648,Platform.NINTENDONT,,14.0,20.0,,31,False,False
628,20190406T081351,2019-04-06 08:13:51+00:00,11320,Platform.NINTENDONT,19.0,20.0,,,32,False,False
629,20190406T143010,2019-04-06 14:30:10+00:00,8983,Platform.NINTENDONT,0.0,,16.0,,28,False,False
630,20190406T171908,2019-04-06 17:19:08+00:00,8299,Platform.NINTENDONT,1.0,2.0,,,28,False,False
631,20190406T111742,2019-04-06 11:17:42+00:00,12438,Platform.NINTENDONT,13.0,22.0,22.0,2.0,32,True,False
632,20190406T155128,2019-04-06 15:51:28+00:00,7574,Platform.NINTENDONT,2.0,,,9.0,31,False,False
633,20190406T183208,2019-04-06 18:32:08+00:00,3777,Platform.NINTENDONT,9.0,,,12.0,2,False,False
634,20190406T134059,2019-04-06 13:40:59+00:00,5903,Platform.NINTENDONT,2.0,2.0,,,31,False,False
635,20190406T171505,2019-04-06 17:15:05+00:00,7438,Platform.NINTENDONT,2.0,,,0.0,2,False,False
636,20190406T153940,2019-04-06 15:39:40+00:00,11975,Platform.NINTENDONT,,20.0,9.0,,8,False,False
637,20190406T013357,2019-04-06 01:33:57+00:00,8309,Platform.NINTENDONT,2.0,12.0,,,31,False,False
638,20190406T185335,2019-04-06 18:53:35+00:00,15796,Platform.NINTENDONT,,9.0,,25.0,28,False,False
639,20190406T040055,2019-04-06 04:00:55+00:00,11507,Platform.NINTENDONT,,9.0,,19.0,28,False,False
640,20190406T163840,2019-04-06 16:38:40+00:00,7306,Platform.NINTENDONT,,,0.0,15.0,8,False,False
641,20190406T142642,2019-04-06 14:26:42+00:00,5762,Platform.NINTENDONT,0.0,,,0.0,2,False,False
642,20190406T151158,2019-04-06 15:11:58+00:00,12700,Platform.NINTENDONT,15.0,2.0,,,28,False,False
643,20190406T214523,2019-04-06 21:45:23+00:00,6220,Platform.NINTENDONT,20.0,,,2.0,32,False,False
644,20190406T133124,2019-04-06 13:31:24+00:00,19230,Platform.NINTENDONT,16.0,9.0,,,28,False,False
645,20190406T135555,2019-04-06 13:55:55+00:00,13047,Platform.NINTENDONT,0.0,,,19.0,3,False,False
646,20190309T041706,2019-03-09 04:17:06+00:00,6817,Platform.NINTENDONT,0.0,9.0,,,28,False,False
647,20190406T200542,2019-04-06 20:05:42+00:00,133,Platform.NINTENDONT,16.0,,,9.0,31,False,False
648,20190406T132548,2019-04-06 13:25:48+00:00,12390,Platform.NINTENDONT,20.0,,,13.0,28,False,False
649,20190406T133118,2019-04-06 13:31:18+00:00,9044,Platform.NINTENDONT,18.0,0.0,,,8,False,False
650,20190406T105333,2019-04-06 10:53:33+00:00,7767,Platform.NINTENDONT,,20.0,,9.0,2,False,False
651,20190406T055510,2019-04-06 05:55:10+00:00,5111,Platform.NINTENDONT,9.0,20.0,,,28,False,False
652,20190406T113223,2019-04-06 11:32:23+00:00,10796,Platform.NINTENDONT,,,2.0,15.0,28,False,False
653,20190406T150440,2019-04-06 15:04:40+00:00,3921,Platform.NINTENDONT,15.0,,,2.0,31,False,False
654,20190406T192715,2019-04-06 19:27:15+00:00,8638,Platform.NINTENDONT,2.0,,,7.0,3,False,False
655,20190309T001652,2019-03-09 00:16:52+00:00,934,Platform.NINTENDONT,20.0,2.0,,,31,False,False
656,20190406T025222,2019-04-06 02:52:22+00:00,10066,Platform.NINTENDONT,,7.0,,2.0,28,False,False
657,20190309T000216,2019-03-09 00:02:16+00:00,9526,Platform.NINTENDONT,2.0,,,9.0,8,False,False
658,20190406T152928,2019-04-06 15:29:28+00:00,8828,Platform.NINTENDONT,,,9.0,12.0,3,False,False
659,20190406T041954,2019-04-06 04:19:54+00:00,10433,Platform.NINTENDONT,,,9.0,2.0,28,False,False
660,20190406T213933,2019-04-06 21:39:33+00:00,13922,Platform.NINTENDONT,20.0,,,16.0,31,False,False
661,20190406T105657,2019-04-06 10:56:57+00:00,14750,Platform.NINTENDONT,20.0,2.0,9.0,19.0,31,True,False
662,20190406T115444,2019-04-06 11:54:44+00:00,13066,Platform.NINTENDONT,22.0,,,2.0,28,True,False
663,20190406T191022,2019-04-06 19:10:22+00:00,11910,Platform.NINTENDONT,,19.0,,2.0,8,False,False
664,20190406T054418,2019-04-06 05:44:18+00:00,7648,Platform.NINTENDONT,,20.0,0.0,,3,False,False
665,20190406T142244,2019-04-06 14:22:44+00:00,11317,Platform.NINTENDONT,,,0.0,12.0,31,False,False
666,20190406T112315,2019-04-06 11:23:15+00:00,14273,Platform.NINTENDONT,15.0,16.0,9.0,6.0,28,True,False
667,20190406T100705,2019-04-06 10:07:05+00:00,12112,Platform.NINTENDONT,22.0,,,2.0,31,False,False
668,20190406T180105,2019-04-06 18:01:05+00:00,10292,Platform.NINTENDONT,2.0,19.0,,,2,False,False
669,20190406T111620,2019-04-06 11:16:20+00:00,6408,Platform.NINTENDONT,15.0,2.0,2.0,20.0,31,True,False
670,20190406T185727,2019-04-06 18:57:27+00:00,7001,Platform.NINTENDONT,9.0,9.0,,,3,False,False
671,20190309T031744,2019-03-09 03:17:44+00:00,5621,Platform.NINTENDONT,20.0,2.0,,,31,False,False
672,20190406T093810,2019-04-06 09:38:10+00:00,13233,Platform.NINTENDONT,,20.0,,9.0,3,False,False
673,20190406T133324,2019-04-06 13:33:24+00:00,10919,Platform.NINTENDONT,20.0,,,13.0,31,False,False
674,20190406T124658,2019-04-06 12:46:58+00:00,13774,Platform.NINTENDONT,16.0,,,16.0,2,False,False
675,20190406T173700,2019-04-06 17:37:00+00:00,9246,Platform.NINTENDONT,2.0,,,15.0,31,False,False
676,20190406T210237,2019-04-06 21:02:37+00:00,13557,Platform.NINTENDONT,2.0,,,20.0,8,False,False
677,20190406T074709,2019-04-06 07:47:09+00:00,7377,Platform.NINTENDONT,2.0,,,0.0,31,False,False
678,20190406T112117,2019-04-06 11:21:17+00:00,8582,Platform.NINTENDONT,15.0,9.0,20.0,20.0,8,True,False
679,20190406T150324,2019-04-06 15:03:24+00:00,4576,Platform.NINTENDONT,16.0,,,20.0,31,False,False
680,20190406T110700,2019-04-06 11:07:00+00:00,3642,Platform.NINTENDONT,,,2.0,19.0,31,False,False
681,20190406T154624,2019-04-06 15:46:24+00:00,9474,Platform.NINTENDONT,19.0,,,9.0,32,False,False
682,20190406T101143,2019-04-06 10:11:43+00:00,7724,Platform.NINTENDONT,12.0,,2.0,,8,False,False
683,20190406T175629,2019-04-06 17:56:29+00:00,9843,Platform.NINTENDONT,9.0,,,20.0,8,False,False
684,20190406T133640,2019-04-06 13:36:40+00:00,13995,Platform.NINTENDONT,9.0,,,13.0,2,False,False
685,20190406T164718,2019-04-06 16:47:18+00:00,10762,Platform.NINTENDONT,9.0,,,16.0,31,False,False
686,20190406T200554,2019-04-06 20:05:54+00:00,9153,Platform.NINTENDONT,16.0,,,9.0,32,False,False
687,20190406T125750,2019-04-06 12:57:50+00:00,7591,Platform.NINTENDONT,,10.0,,0.0,8,False,False
688,20190406T190712,2019-04-06 19:07:12+00:00,8499,Platform.NINTENDONT,19.0,,,7.0,32,False,False
689,20190406T195118,2019-04-06 19:51:18+00:00,11477,Platform.NINTENDONT,,,2.0,25.0,2,False,False
690,20190406T105523,2019-04-06 10:55:23+00:00,12763,Platform.NINTENDONT,,12.0,2.0,,31,False,False
691,20190406T091356,2019-04-06 09:13:56+00:00,10452,Platform.NINTENDONT,,9.0,,15.0,8,False,False
692,20190309T003443,2019-03-09 00:34:43+00:00,12721,Platform.NINTENDONT,20.0,,,19.0,31,False,False
693,20190406T152645,2019-04-06 15:26:45+00:00,4166,Platform.NINTENDONT,9.0,9.0,,,8,False,False
694,20190406T144033,2019-04-06 14:40:33+00:00,11516,Platform.NINTENDONT,0.0,,16.0,,28,False,False
695,20190406T184217,2019-04-06 18:42:17+00:00,9584,Platform.NINTENDONT,15.0,,,2.0,8,False,False
696,20190406T150708,2019-04-06 15:07:08+00:00,10474,Platform.NINTENDONT,15.0,,,9.0,31,False,False
697,20190406T105047,2019-04-06 10:50:47+00:00,9125,Platform.NINTENDONT,,20.0,2.0,,3,False,False
698,20190406T200839,2019-04-06 20:08:39+00:00,8971,Platform.NINTENDONT,16.0,,,9.0,3,False,False
699,20190406T143006,2019-04-06 14:30:06+00:00,6876,Platform.NINTENDONT,9.0,,,2.0,2,False,False
700,20190406T113631,2019-04-06 11:36:31+00:00,9697,Platform.NINTENDONT,20.0,20.0,,,28,False,False
701,20190406T113802,2019-04-06 11:38:02+00:00,7165,Platform.NINTENDONT,20.0,,2.0,,31,False,False
702,20190406T030017,2019-04-06 03:00:17+00:00,10578,Platform.NINTENDONT,0.0,,,2.0,8,False,False
703,20190406T173112,2019-04-06 17:31:12+00:00,12724,Platform.NINTENDONT,2.0,,,2.0,3,False,False
704,20190406T114823,2019-04-06 11:48:23+00:00,2986,Platform.NINTENDONT,20.0,,,9.0,28,False,False
705,20190406T121126,2019-04-06 12:11:26+00:00,8611,Platform.NINTENDONT,20.0,20.0,,,28,False,False
706,20190406T205029,2019-04-06 20:50:29+00:00,13252,Platform.NINTENDONT,2.0,,,20.0,31,False,False
707,20190406T202020,2019-04-06 20:20:20+00:00,11773,Platform.NINTENDONT,9.0,,,16.0,31,False,False
708,20190406T134516,2019-04-06 13:45:16+00:00,9707,Platform.NINTENDONT,2.0,2.0,,,3,False,False
709,20190406T105046,2019-04-06 10:50:46+00:00,6369,Platform.NINTENDONT,,9.0,,19.0,32,False,False
710,20190406T003423,2019-04-06 00:34:23+00:00,6105,Platform.NINTENDONT,0.0,,,9.0,8,False,False
711,20190406T115533,2019-04-06 11:55:33+00:00,5594,Platform.NINTENDONT,,2.0,,9.0,32,False,False
712,20190406T191633,2019-04-06 19:16:33+00:00,9281,Platform.NINTENDONT,19.0,,,7.0,3,False,False
713,20190406T023903,2019-04-06 02:39:03+00:00,6372,Platform.NINTENDONT,,15.0,,2.0,31,False,False
714,20190406T014605,2019-04-06 01:46:05+00:00,4961,Platform.NINTENDONT,15.0,15.0,,,8,False,False
715,20190406T004827,2019-04-06 00:48:27+00:00,15987,Platform.NINTENDONT,,,15.0,9.0,32,False,False
716,20190406T204109,2019-04-06 20:41:09+00:00,147,Platform.NINTENDONT,20.0,,,6.0,32,False,False
717,20190406T163658,2019-04-06 16:36:58+00:00,14139,Platform.NINTENDONT,,20.0,0.0,,31,False,False
718,20190406T195125,2019-04-06 19:51:25+00:00,12545,Platform.NINTENDONT,25.0,,2.0,,28,False,False
719,20190406T185450,2019-04-06 18:54:50+00:00,7316,Platform.NINTENDONT,15.0,,,2.0,31,False,False
720,20190406T045112,2019-04-06 04:51:12+00:00,12930,Platform.NINTENDONT,,25.0,,2.0,3,False,False
721,20190406T133906,2019-04-06 13:39:06+00:00,5884,Platform.NINTENDONT,2.0,2.0,,,32,False,False
722,20190406T084000,2019-04-06 08:40:00+00:00,10734,Platform.NINTENDONT,,,17.0,1.0,8,False,False
723,20190406T115719,2019-04-06 11:57:19+00:00,9249,Platform.NINTENDONT,,2.0,,9.0,31,False,False
724,20190406T001817,2019-04-06 00:18:17+00:00,8049,Platform.NINTENDONT,15.0,7.0,0.0,0.0,31,True,False
725,20190406T211302,2019-04-06 21:13:02+00:00,5069,Platform.NINTENDONT,,9.0,,20.0,31,False,False
